audio_path,audio_filename,subtitle,text_for_tts
\voice\push_now\push_to_get_win,1_prefix_come_on.wav,"spingi spingi spingi, abbiamo una chance di vincere","spingi spingi spingi, abbiamo una chance di vincere"
\voice\push_now\push_to_get_win,2_prefix_ok.wav,spingi adesso potremmo vincere,spingi adesso potremmo vincere
\voice\push_now\push_to_get_win,3_prefix_ok.wav,spingi spingi spingi possiamo vincere,spingi spingi spingi possiamo vincere
\voice\push_now\push_to_get_win,sweary_4_suffix_come_on.wav,spingi come un pazzo c'e' una vittoria in palio qui,spingi come un pazzo c'e' una vittoria in palio qui
\voice\push_now\push_to_hold_position,1_prefix_come_on.wav,devi spingere se vogliamo mantenere questa posizione,devi spingere se vogliamo mantenere questa posizione
\voice\push_now\push_to_hold_position,2_suffix_come_on.wav,spingi spingi spingi o perderemo questa posizione,spingi spingi spingi o perderemo questa posizione
\voice\push_now\push_to_hold_position,3_prefix_ok_male.wav,"spingi adesso, quello dietro sta recuperando","spingi adesso, quello dietro sta recuperando"
\voice\push_now\push_to_improve,1_op_prefix_come_on.wav,"spingi spingi spingi, riusciamo a raggiungere questa macchina","spingi spingi spingi, riusciamo a raggiungere questa macchina"
\voice\push_now\push_to_improve,1_op_prefix_come_on_male.wav,spingi spingi spingi possiamo prendere questo,spingi spingi spingi possiamo prendere questo
\voice\push_now\push_to_improve,2_op_prefix_ok.wav,spingi adesso possiamo recuperare qui,spingi adesso possiamo recuperare qui
\voice\push_now\push_to_improve,2_op_prefix_ok_male.wav,spingi adesso possiamo prendere questo,spingi adesso possiamo prendere questo
\voice\push_now\push_to_improve,3_op_suffix_come_on.wav,"spingi spingi spingi, riusciamo a prendere questa posizione","spingi spingi spingi, riusciamo a prendere questa posizione"
\voice\push_now\push_to_improve,3_op_suffix_come_on_male.wav,spingi possiamo prendere questo,spingi possiamo prendere questo
\voice\race_time\last_lap,1.wav,un altro giro,un altro giro
\voice\race_time\last_lap,3.wav,un altro giro,un altro giro
\voice\race_time\last_lap,4.wav,ultimo giro,ultimo giro
\voice\race_time\last_lap_leading,1.wav,"un altro giro per la vittoria, dai","un altro giro per la vittoria, dai"
\voice\race_time\last_lap_leading,2.wav,"un altro giro, rimani concentrato","un altro giro, rimani concentrato"
\voice\race_time\last_lap_leading,3.wav,"1 more giro, p1","1 more giro, p1"
\voice\race_time\last_lap_leading,4.wav,"un altro giro, tieni duro, vinceremo","un altro giro, tieni duro, vinceremo"
\personalisations\YOUR_NAME\prefixes_and_suffixes\bad_luck,1.wav,"ah, brutto luck, your_name.","ah, brutto luck, your_name."
\personalisations\YOUR_NAME\prefixes_and_suffixes\bad_luck,2.wav,"ah, brutto luck, your_name.","ah, brutto luck, your_name."
\personalisations\YOUR_NAME\prefixes_and_suffixes\bad_luck,3.wav,"ah, brutto luck, your_name.","ah, brutto luck, your_name."
\personalisations\YOUR_NAME\prefixes_and_suffixes\come_on,1.wav,dai YOUR_NAME,dai YOUR_NAME
\personalisations\YOUR_NAME\prefixes_and_suffixes\come_on,2.wav,dai YOUR_NAME,dai YOUR_NAME
\personalisations\YOUR_NAME\prefixes_and_suffixes\come_on,3.wav,dai YOUR_NAME,dai YOUR_NAME
\personalisations\YOUR_NAME\prefixes_and_suffixes\come_on,4.wav,dai YOUR_NAME,dai YOUR_NAME
\personalisations\YOUR_NAME\prefixes_and_suffixes\well_done,1.wav,fantastico YOUR_NAME,fantastico YOUR_NAME
\personalisations\YOUR_NAME\prefixes_and_suffixes\well_done,2.wav,allora YOUR_NAME,allora YOUR_NAME
\personalisations\YOUR_NAME\prefixes_and_suffixes\well_done,3.wav,"bravo, your_name","bravo, your_name"
\personalisations\YOUR_NAME\prefixes_and_suffixes\well_done,4.wav,fantastico YOUR_NAME,fantastico YOUR_NAME
\personalisations\YOUR_NAME\prefixes_and_suffixes\well_done,sweary_5.wav,cazzo si' YOUR_NAME,cazzo si' YOUR_NAME
\personalisations\YOUR_NAME\prefixes_and_suffixes\well_done,6.wav,fantastico YOUR_NAME,fantastico YOUR_NAME
\personalisations\YOUR_NAME\prefixes_and_suffixes\well_done,7.wav,"ottimo lavoro, your_name","ottimo lavoro, your_name"
\personalisations\YOUR_NAME\prefixes_and_suffixes\well_done,8.wav,"bravo, your_name","bravo, your_name"
\personalisations\YOUR_NAME\prefixes_and_suffixes\well_done,9.wav,"ottimo lavoro, your_name","ottimo lavoro, your_name"
\composite_personalisation_stubs\bad_luck,1.wav,"ahh, brutto luck","ahh, brutto luck"
\composite_personalisation_stubs\bad_luck,2.wav,che sfortuna,che sfortuna
\composite_personalisation_stubs\bad_luck,3.wav,"oof, brutto luck","oof, brutto luck"
\composite_personalisation_stubs\come_on,1.wav,dai,dai
\composite_personalisation_stubs\come_on,2.wav,dai su,dai su
\composite_personalisation_stubs\come_on,sweary_3.wav,cazzo dai,cazzo dai
\composite_personalisation_stubs\well_done,1.wav,bravo,bravo
\composite_personalisation_stubs\well_done,2.wav,ottimo lavoro,ottimo lavoro
\composite_personalisation_stubs\well_done,3.wav,fantastico,fantastico
\composite_personalisation_stubs\well_done,sweary_4.wav,cazzo si',cazzo si'
